pair_id,conversation_id,customer_tweet_id,response_tweet_id,customer_author_id,customer_text,response_text,customer_text_normalized,response_text_normalized,customer_timestamp,response_timestamp,turn_delay_seconds,response_has_url,response_requests_dm,response_mentions_genius_bar,response_has_troubleshooting,conversation_length
83424,2296156,2296156,2296154,666669,"I just got this to my email @115858 @AppleSupport?!? Is this fraud?!? Feels like fraud, kinda looks like fraud?! https://t.co/pGXl7kEV6T",@666669 That does appear to be a phishing attempt. You can read more about how to identify and report those here: https://t.co/LNMCdqt6fD,"I just got this to my email @user @AppleSupport?!? Is this fraud?!? Feels like fraud, kinda looks like fraud?! https://t.co/pGXl7kEV6T",@user That does appear to be a phishing attempt. You can read more about how to identify and report those here: https://t.co/LNMCdqt6fD,Sun Nov 12 20:18:32 +0000 2017,Sun Nov 12 21:27:00 +0000 2017,4108,True,False,False,False,3
89192,2422523,2422522,2422524,277899,@AppleSupport 7plus and home@wifi,@277899 Thanks for confirming. Let's move to DM so we can dive into what's going on. Use the link below: https://t.co/GDrqU22YpT,@AppleSupport 7plus and home@wifi,@user Thanks for confirming. Let's move to DM so we can dive into what's going on. Use the link below: https://t.co/GDrqU22YpT,Tue Nov 14 18:32:28 +0000 2017,Tue Nov 14 18:52:00 +0000 2017,1172,True,True,False,False,4
99261,2730350,2730350,2730348,765474,#ios11 you are killing me! So many bugs &amp; battery life of &lt;20min ! @115858 @AppleSupport #Apple #iphonebugs #iphone,@765474 That is certainly not the experience we want you to have. Which iPhone model do you own?,#ios11 you are killing me! So many bugs &amp; battery life of &lt;20min ! @user @AppleSupport #Apple #iphonebugs #iphone,@user That is certainly not the experience we want you to have. Which iPhone model do you own?,Mon Nov 20 14:45:50 +0000 2017,Mon Nov 20 15:20:32 +0000 2017,2082,False,False,False,False,6
97698,2686657,2686656,2686658,650961,@AppleSupport  https://t.co/rpeBYtGJQT,"@650961 You're absolutely right, you have plenty of iCloud space. What is happening when you try to back up? Are you getting an error message or does the backup just not complete?",@AppleSupport https://t.co/rpeBYtGJQT,"@user You're absolutely right, you have plenty of iCloud space. What is happening when you try to back up? Are you getting an error message or does the backup just not complete?",Sun Nov 19 13:50:58 +0000 2017,Sun Nov 19 15:46:31 +0000 2017,6933,False,False,False,True,8
49001,1636565,1636565,1636563,500567,@AppleSupport why is airplay from my macbook air to apple tv 3 always buffering while casting to chromecast is flawless?,@500567 Let's see how we can help. Have you been successful in using AirPlay between these devices in the past?,@AppleSupport why is airplay from my macbook air to apple tv 3 always buffering while casting to chromecast is flawless?,@user Let's see how we can help. Have you been successful in using AirPlay between these devices in the past?,Sun Nov 05 18:14:26 +0000 2017,Sun Nov 05 21:35:01 +0000 2017,12035,False,False,False,False,7
59309,1803135,1803135,1803134,541811,@AppleSupport worst upgrade ever ......SUCKS.nothing but problems and now I can’t instal latest upgrade that I need ! My phone is useless! https://t.co/06HMV6M5Ka,@541811 We want to help in any way we can. Check out the steps here and let us know the result: https://t.co/Ui1yTnOCUz,@AppleSupport worst upgrade ever ......SUCKS.nothing but problems and now I can’t instal latest upgrade that I need ! My phone is useless! https://t.co/06HMV6M5Ka,@user We want to help in any way we can. Check out the steps here and let us know the result: https://t.co/Ui1yTnOCUz,Wed Oct 18 01:20:44 +0000 2017,Wed Oct 18 01:36:29 +0000 2017,945,True,False,False,False,2
20819,743825,743825,743824,297850,@AppleSupport iOS 11.0.2 keeps crashing! 👍🏻,"@297850 We're here to help. Can you please message us in DM, with more details? https://t.co/GDrqU22YpT",@AppleSupport iOS 11.0.2 keeps crashing! 👍🏻,"@user We're here to help. Can you please message us in DM, with more details? https://t.co/GDrqU22YpT",Fri Oct 06 20:56:24 +0000 2017,Fri Oct 06 23:34:25 +0000 2017,9481,True,True,False,False,2
49868,1645882,1645882,1645880,502916,Why is my battery life going backwards when its on the charger? @115858 tf is that about?!,"@__diorable__ Battery life is important, and we're here for you. To start, which device are you experiencing this on?",Why is my battery life going backwards when its on the charger? @user tf is that about?!,"@__diorable__ Battery life is important, and we're here for you. To start, which device are you experiencing this on?",Tue Oct 17 12:15:50 +0000 2017,Tue Oct 17 13:55:34 +0000 2017,5984,False,False,False,False,4
13074,489716,489716,489715,231638,"Updated to iOS 11.1.2. Every 5 mins phone vibrates, black screen, loading wheel and then asks for password. No Apple store in Melbourne (?) plz halp @AppleSupport",@231638 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,"Updated to iOS 11.1.2. Every 5 mins phone vibrates, black screen, loading wheel and then asks for password. No Apple store in Melbourne (?) plz halp @AppleSupport",@user Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,Fri Dec 01 15:09:22 +0000 2017,Fri Dec 01 16:17:33 +0000 2017,4091,True,True,False,False,2
80608,2255488,2255486,2255485,656938,"@AppleSupport Battery life reduced to 1/2 a day, iMessages are hidden by reply window/keyboard, processing time slowed considerably",@656938 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,"@AppleSupport Battery life reduced to 1/2 a day, iMessages are hidden by reply window/keyboard, processing time slowed considerably",@user Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,Fri Nov 10 22:01:35 +0000 2017,Sat Nov 11 00:05:32 +0000 2017,7437,True,True,False,False,4
20749,742516,742518,742520,297538,@AppleSupport I’m updated to 11.0.3 too,@297538 We'd be happy to look into this with you further. DM us and we'll go from there. https://t.co/GDrqU22YpT,@AppleSupport I’m updated to 11.0.3 too,@user We'd be happy to look into this with you further. DM us and we'll go from there. https://t.co/GDrqU22YpT,Sat Oct 14 18:14:09 +0000 2017,Sat Oct 14 18:45:00 +0000 2017,1851,True,True,False,False,7
97823,2688603,2688603,2688601,755946,Hey @115858 I know you released a new phone but don't make everyone else's phones slow and fuck up. Some people are poor.,@755946 We'd be happy to assist with this. Could you please confirm for us what kind of iPhone you're using and what iOS version it's running?,Hey @user I know you released a new phone but don't make everyone else's phones slow and fuck up. Some people are poor.,@user We'd be happy to assist with this. Could you please confirm for us what kind of iPhone you're using and what iOS version it's running?,Sun Nov 19 01:48:12 +0000 2017,Sun Nov 19 01:52:30 +0000 2017,258,False,False,False,False,6
42995,1508024,1508024,1508022,470012,"Dear @AppleSupport, please fix the assistive touch in ios 11.1. Kthx. https://t.co/zhE5V3kM5m",@470012 We're always here to help. What issues are you currently having with AssistiveTouch exactly?,"Dear @AppleSupport, please fix the assistive touch in ios 11.1. Kthx. https://t.co/zhE5V3kM5m",@user We're always here to help. What issues are you currently having with AssistiveTouch exactly?,Fri Nov 03 04:44:10 +0000 2017,Fri Nov 03 13:53:31 +0000 2017,32961,False,False,False,False,7
55069,1736100,1736100,1736099,524167,"@AppleSupport When driving mode is on and I receive a call, I can’t turn volume up or down from my Apple headphones.",@524167 Hey there! We've received your DM and will join you there shortly. Thanks!,"@AppleSupport When driving mode is on and I receive a call, I can’t turn volume up or down from my Apple headphones.",@user Hey there! We've received your DM and will join you there shortly. Thanks!,Tue Nov 07 07:41:41 +0000 2017,Tue Nov 07 14:02:32 +0000 2017,22851,False,True,False,False,2
13712,514777,514777,514776,238537,@AppleSupport Do you have an estimated date on when Photos for MacOS 10.13 will be fixed? My Christmas projects are backing up due to this.,@238537 We want to get you in the right direction for assistance. Reach out to our Photos experts through the following link:  https://t.co/IBIY3vMgPj,@AppleSupport Do you have an estimated date on when Photos for MacOS 10.13 will be fixed? My Christmas projects are backing up due to this.,@user We want to get you in the right direction for assistance. Reach out to our Photos experts through the following link: https://t.co/IBIY3vMgPj,Fri Dec 01 23:46:08 +0000 2017,Sat Dec 02 00:27:24 +0000 2017,2476,True,False,False,False,2
106302,2975713,2975713,2975711,820677,@AppleSupport I had a purchase. Apparently it was initially purchased on October 28 and now I was charged 100 today for it.  It was not authorized and I’m concerned someone has my idea,"@820677 We wouldn't want you to be charged for something you didn't authorize, and want to get you to the right place for help with this. Reach out to our iTunes Store team here: https://t.co/SDIe7UiyJN They'd be happy to look into this further for you.",@AppleSupport I had a purchase. Apparently it was initially purchased on October 28 and now I was charged 100 today for it. It was not authorized and I’m concerned someone has my idea,"@user We wouldn't want you to be charged for something you didn't authorize, and want to get you to the right place for help with this. Reach out to our iTunes Store team here: https://t.co/SDIe7UiyJN They'd be happy to look into this further for you.",Thu Nov 30 02:32:43 +0000 2017,Thu Nov 30 02:46:57 +0000 2017,854,True,False,False,False,3
38520,1374595,1374594,1374596,439956,@AppleSupport You got late. Its been solved.,@439956 Great. Let us know if you have any further questions. We're happy to help.,@AppleSupport You got late. Its been solved.,@user Great. Let us know if you have any further questions. We're happy to help.,Sat Oct 28 01:23:43 +0000 2017,Sat Oct 28 02:36:29 +0000 2017,4366,False,False,False,False,4
18966,676050,676050,676049,281267,"Since this updated ios from @AppleSupport my phone doesnt work correctly!! Apps keep crashing, screen touch not correct + more! #nomoreapple",@281267 We'd like to work with you. Let's continue our conversation in DM. https://t.co/GDrqU22YpT,"Since this updated ios from @AppleSupport my phone doesnt work correctly!! Apps keep crashing, screen touch not correct + more! #nomoreapple",@user We'd like to work with you. Let's continue our conversation in DM. https://t.co/GDrqU22YpT,Thu Oct 05 14:51:19 +0000 2017,Thu Oct 05 15:49:37 +0000 2017,3498,True,True,False,False,2
96212,2623978,2623978,2623975,259835,@115858 Where can I report a major issue with your phones predictive text?,@259835 Please tell us more about what you're experiencing. We're here to help.,@user Where can I report a major issue with your phones predictive text?,@user Please tell us more about what you're experiencing. We're here to help.,Mon Oct 30 22:26:33 +0000 2017,Mon Oct 30 22:34:30 +0000 2017,477,False,False,False,False,6
34123,1203498,1203498,1203497,402726,@AppleSupport I need help urgently as I’ve Mahabad to purchase and year sucricprition and didn’t mean to,@402726 Hello! We've received your DM and will proceed from there.,@AppleSupport I need help urgently as I’ve Mahabad to purchase and year sucricprition and didn’t mean to,@user Hello! We've received your DM and will proceed from there.,Wed Oct 25 10:10:44 +0000 2017,Wed Oct 25 13:53:55 +0000 2017,13391,False,True,False,False,2
59048,1796817,1796817,1796816,539900,#iOS11 is the worst update compare to other iOS’s version. PLEASE FIX THIS FAST @115858,@539900 Are you using a specific app when this occurs? Have you updated to iOS 11.0.3? Let's get together in a DM and work together. https://t.co/GDrqU22YpT,#iOS11 is the worst update compare to other iOS’s version. PLEASE FIX THIS FAST @user,@user Are you using a specific app when this occurs? Have you updated to iOS 11.0.3? Let's get together in a DM and work together. https://t.co/GDrqU22YpT,Fri Oct 13 20:06:54 +0000 2017,Fri Oct 13 20:19:00 +0000 2017,726,True,True,False,True,2
11405,427845,427845,427844,216744,@115858 fix this iOS 11 update PLEASE.,@216744 What's going on with your device? We might be able to help.,@user fix this iOS 11 update PLEASE.,@user What's going on with your device? We might be able to help.,Tue Oct 10 05:22:18 +0000 2017,Tue Oct 10 13:20:33 +0000 2017,28695,False,False,False,False,2
14883,552090,552092,552093,248698,"@AppleSupport So far seems to have worked ! Thanks so much ! my son is working on his phone now , fingers crossed it works","@248698 That's great news to hear. If anything comes up on his device, keep us posted and we'll be here to help.","@AppleSupport So far seems to have worked ! Thanks so much ! my son is working on his phone now , fingers crossed it works","@user That's great news to hear. If anything comes up on his device, keep us posted and we'll be here to help.",Sat Dec 02 22:19:45 +0000 2017,Sat Dec 02 22:31:31 +0000 2017,706,False,False,False,False,8
61399,1858291,1858291,1858290,555658,@115858 has really been shitting the bed lately. I've had more issues with the iPhone 7 than all my iPhones combined since second gen. https://t.co/TBFb74uRy4,@555658 We'd like to help. DM us if you're having similar issues in other apps and we'll be glad to continue support there. https://t.co/GDrqU22YpT,@user has really been shitting the bed lately. I've had more issues with the iPhone 7 than all my iPhones combined since second gen. https://t.co/TBFb74uRy4,@user We'd like to help. DM us if you're having similar issues in other apps and we'll be glad to continue support there. https://t.co/GDrqU22YpT,Thu Oct 19 12:43:02 +0000 2017,Thu Oct 19 14:22:32 +0000 2017,5970,True,True,False,False,2
94873,2583155,2583155,2583154,732033,I love when the sound on my phone just stops working thanks @115858,"@732033 We want the sound to work for you, and we'd love to help. Which software version are you using? Also, are you unable to hear all audio?",I love when the sound on my phone just stops working thanks @user,"@user We want the sound to work for you, and we'd love to help. Which software version are you using? Also, are you unable to hear all audio?",Thu Nov 16 22:13:00 +0000 2017,Thu Nov 16 23:29:26 +0000 2017,4586,False,False,False,False,2
42612,1496721,1496721,1496720,448921,@AppleSupport I bought an iPhone 8 in the US recently and was assured it was unlocked by the staff at @127271 - it isn’t. Any options?,"@448921 Hi, we'd like to help cover some information with you. Please DM us and we can assist further. https://t.co/GDrqU22YpT",@AppleSupport I bought an iPhone 8 in the US recently and was assured it was unlocked by the staff at @user - it isn’t. Any options?,"@user Hi, we'd like to help cover some information with you. Please DM us and we can assist further. https://t.co/GDrqU22YpT",Fri Nov 03 09:17:44 +0000 2017,Fri Nov 03 12:23:00 +0000 2017,11116,True,True,False,False,2
11363,427099,427099,427098,216586,"@115858 my WhatsApp doesn’t work with iOS 11, and the keyboard have a delay when I push the letters 😡 #ios11 #sucks #ios11sucks",@216586  Hey there! Let's look into this together. Could you tell which iPhone and specific iOS version number you're using?,"@user my WhatsApp doesn’t work with iOS 11, and the keyboard have a delay when I push the letters 😡 #ios11 #sucks #ios11sucks",@user Hey there! Let's look into this together. Could you tell which iPhone and specific iOS version number you're using?,Tue Oct 10 04:27:07 +0000 2017,Tue Oct 10 12:54:35 +0000 2017,30448,False,False,False,False,2
37278,1338924,1338923,1338925,432314,@AppleSupport Problem is with the new ios. Look at the screen all messed up. It happened 3 times.,@432314 We can assist you with this. Please DM us via the following link and we'll help you from there. https://t.co/GDrqU22YpT,@AppleSupport Problem is with the new ios. Look at the screen all messed up. It happened 3 times.,@user We can assist you with this. Please DM us via the following link and we'll help you from there. https://t.co/GDrqU22YpT,Mon Oct 16 19:15:30 +0000 2017,Mon Oct 16 19:25:54 +0000 2017,624,True,True,False,False,4
94374,2568137,2568139,2568140,728452,@AppleSupport But I have enough availabe storage space and full wi-fi network. Also already tried to remove and download the ios again,@728452 Are you able to try the update via iTunes on a computer as described here?: https://t.co/80YRnjDFDk,@AppleSupport But I have enough availabe storage space and full wi-fi network. Also already tried to remove and download the ios again,@user Are you able to try the update via iTunes on a computer as described here?: https://t.co/80YRnjDFDk,Mon Oct 30 16:15:18 +0000 2017,Mon Oct 30 16:19:00 +0000 2017,222,True,False,False,True,8
36586,1301899,1301901,1301902,424257,"@AppleSupport nothing it just pops up and says facetiming but doesn’t ring, and when people call me on ft it doesn’t go through at all","@424257 Okay, thanks. Is this happening on Wi-Fi or cellular?","@AppleSupport nothing it just pops up and says facetiming but doesn’t ring, and when people call me on ft it doesn’t go through at all","@user Okay, thanks. Is this happening on Wi-Fi or cellular?",Fri Oct 27 01:12:13 +0000 2017,Fri Oct 27 01:24:27 +0000 2017,734,False,False,False,False,8
62979,1895627,1895627,1895626,565011,Fuck @115858 my goddamn iPhone 7+ I just got should not be fucking lagging like this. Like it’s brand new makes me never want to get another!,@565011 We'd like to look into this with you and help! We want your awesome new iPhone working properly too. Please DM us to proceed. https://t.co/GDrqU22YpT,Fuck @user my goddamn iPhone 7+ I just got should not be fucking lagging like this. Like it’s brand new makes me never want to get another!,@user We'd like to look into this with you and help! We want your awesome new iPhone working properly too. Please DM us to proceed. https://t.co/GDrqU22YpT,Tue Oct 24 06:49:45 +0000 2017,Tue Oct 24 13:11:40 +0000 2017,22915,True,True,False,False,2
35353,1246459,1246459,1246458,412438,my phone keeps turning on and off while on the charger help @applesupport,@412438 We're happy to help. Are you using the charger that came with your iPhone? Are you using a specific app when it turns off?,my phone keeps turning on and off while on the charger help @applesupport,@user We're happy to help. Are you using the charger that came with your iPhone? Are you using a specific app when it turns off?,Thu Oct 26 00:36:01 +0000 2017,Thu Oct 26 00:47:00 +0000 2017,659,False,False,False,False,2
84469,2304870,2304870,2304869,668731,My Apple Music has been messing up since the new update! Cannot think of a worse possible outcome. Not the music @115858,"@668731 What's happening specifically with Apple Music? We'd love to know the details via DM to see how we can help. When you reach out, be sure to let us know what type of device you're using. https://t.co/GDrqU22YpT",My Apple Music has been messing up since the new update! Cannot think of a worse possible outcome. Not the music @user,"@user What's happening specifically with Apple Music? We'd love to know the details via DM to see how we can help. When you reach out, be sure to let us know what type of device you're using. https://t.co/GDrqU22YpT",Sun Nov 12 19:09:54 +0000 2017,Sun Nov 12 20:42:36 +0000 2017,5562,True,True,False,False,2
48256,1625388,1625388,1625387,497762,Y’all. What is going on? @115858 fix this😑🙄 https://t.co/RkSIUcU53Q,@497762 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,Y’all. What is going on? @user fix this😑🙄 https://t.co/RkSIUcU53Q,@user Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,Sun Nov 05 13:54:20 +0000 2017,Sun Nov 05 18:24:33 +0000 2017,16213,True,True,False,False,2
98622,2708490,2708490,2708489,760587,@115858 my screen recording isn’t working it just has a countdown then it stops please help me and contact me when you can.,"@760587 We definitely want to work out any issues you have with the screen recording feature. Send us your current iOS version in DM, and we’ll take a look at this together. https://t.co/GDrqU22YpT",@user my screen recording isn’t working it just has a countdown then it stops please help me and contact me when you can.,"@user We definitely want to work out any issues you have with the screen recording feature. Send us your current iOS version in DM, and we’ll take a look at this together. https://t.co/GDrqU22YpT",Mon Nov 20 00:47:15 +0000 2017,Mon Nov 20 00:52:58 +0000 2017,343,True,True,False,False,2
62688,1889302,1889302,1889301,563424,@AppleSupport what does the message mean? Today I noticed that my account was already disabled? https://t.co/o17QLruGII,@563424 We completely understand the concern. Have you clicked on that link or entered any information in the site it links to? https://t.co/iwuQ9w9fdA,@AppleSupport what does the message mean? Today I noticed that my account was already disabled? https://t.co/o17QLruGII,@user We completely understand the concern. Have you clicked on that link or entered any information in the site it links to? https://t.co/iwuQ9w9fdA,Sun Oct 22 09:49:48 +0000 2017,Sun Oct 22 14:40:45 +0000 2017,17457,True,False,False,False,2
33604,1181511,1181511,1181510,397859,@applesupport my phone keeps saying storage almost full I've deleted apps photos and videos and it's still at the same space level help,"@397859 We're here to help. Can you tell us when you deleted your items, did you do a restart to your iPhone?",@applesupport my phone keeps saying storage almost full I've deleted apps photos and videos and it's still at the same space level help,"@user We're here to help. Can you tell us when you deleted your items, did you do a restart to your iPhone?",Mon Mar 13 11:38:58 +0000 2017,Mon Mar 13 13:14:00 +0000 2017,5702,False,False,False,True,4
94742,2578723,2578723,2578722,448740,"Every time I try to type “it”, my phone autocorrects to “I.T” WTF @115858 @AppleSupport. These updates have been pure trash!","@448740 We’d like to look into this with you. To start, please send us a DM confirming which iPhone and software version you’re using. https://t.co/GDrqU2kzhr","Every time I try to type “it”, my phone autocorrects to “I.T” WTF @user @AppleSupport. These updates have been pure trash!","@user We’d like to look into this with you. To start, please send us a DM confirming which iPhone and software version you’re using. https://t.co/GDrqU2kzhr",Thu Nov 16 20:29:16 +0000 2017,Thu Nov 16 21:46:33 +0000 2017,4637,True,True,False,False,2
18719,663934,663934,663933,278228,@AppleSupport I'm trying to get into contact with someone from customer support. But your stupid automated answer is useless. I need to speak to an actual person. Where can I call?,@278228 We can definitely help get you in contact with our local phone support or assist here over Twitter. Which ever works best for you. Select the following link to join us in a DM and we'll take it from there. https://t.co/GDrqU22YpT,@AppleSupport I'm trying to get into contact with someone from customer support. But your stupid automated answer is useless. I need to speak to an actual person. Where can I call?,@user We can definitely help get you in contact with our local phone support or assist here over Twitter. Which ever works best for you. Select the following link to join us in a DM and we'll take it from there. https://t.co/GDrqU22YpT,Thu Nov 23 01:54:06 +0000 2017,Thu Nov 23 01:59:26 +0000 2017,320,True,True,False,False,2
40804,1449186,1449185,1449184,456275,@447923 @115858 @AppleSupport y’all gonna help us 👀,@456275 Thank you for reaching out! Please send us a DM and we'll be glad to look into this with you. https://t.co/GDrqU22YpT,@user @user @AppleSupport y’all gonna help us 👀,@user Thank you for reaching out! Please send us a DM and we'll be glad to look into this with you. https://t.co/GDrqU22YpT,Thu Nov 02 15:20:36 +0000 2017,Thu Nov 02 16:56:36 +0000 2017,5760,True,True,False,False,4
88502,2406566,2406572,2406573,258749,@AppleSupport But won’t that erase everything I’ve downloaded from Apple Music? That makes me nervous 😳,"@258749 If you turn off iCloud Music Library, it will erase all your music you've downloaded for offline listening. If the songs aren't available in our Apple Music catalog, this is the only way to sync them to your iPhone. Send us a DM if you have any additional questions. https://t.co/GDrqU22YpT",@AppleSupport But won’t that erase everything I’ve downloaded from Apple Music? That makes me nervous 😳,"@user If you turn off iCloud Music Library, it will erase all your music you've downloaded for offline listening. If the songs aren't available in our Apple Music catalog, this is the only way to sync them to your iPhone. Send us a DM if you have any additional questions. https://t.co/GDrqU22YpT",Wed Nov 15 00:44:32 +0000 2017,Wed Nov 15 00:58:27 +0000 2017,835,True,True,False,True,10
34917,1232218,1232218,1232217,408995,"Seriously @AppleSupport, your Photos Agent background process is a joke. Using 186% of my CPU and draining my battery while charging.",@408995 We want to look into this. DM us with more information and we'll follow up there. https://t.co/GDrqU2kzhr,"Seriously @AppleSupport, your Photos Agent background process is a joke. Using 186% of my CPU and draining my battery while charging.",@user We want to look into this. DM us with more information and we'll follow up there. https://t.co/GDrqU2kzhr,Wed Oct 25 21:15:18 +0000 2017,Wed Oct 25 21:25:27 +0000 2017,609,True,True,False,False,2
92438,2515953,2515953,2515952,716715,@AppleSupport iOS 11.1.1 is killing my iPhone 6s battery. We need a fix as soon as possible!,@716715 We want to work on this with you. Meet us in DM and we'll pick up from there. https://t.co/GDrqU22YpT,@AppleSupport iOS 11.1.1 is killing my iPhone 6s battery. We need a fix as soon as possible!,@user We want to work on this with you. Meet us in DM and we'll pick up from there. https://t.co/GDrqU22YpT,Wed Nov 15 22:37:54 +0000 2017,Wed Nov 15 23:39:27 +0000 2017,3693,True,True,False,False,2
69941,1598120,1598181,2014228,595590,@180336 @AppleSupport The battery not holding the charge is the worst. Do something @AppleSupport,@595590 We'd like to better understand what's happening to see how we can help. Are we correct in saying your device doesn't charge? DM us: https://t.co/GDrqU22YpT,@user @AppleSupport The battery not holding the charge is the worst. Do something @AppleSupport,@user We'd like to better understand what's happening to see how we can help. Are we correct in saying your device doesn't charge? DM us: https://t.co/GDrqU22YpT,Sun Nov 05 11:32:04 +0000 2017,Sun Nov 05 17:50:29 +0000 2017,22705,True,True,False,True,44
30641,1082447,1082447,1082446,375330,@AppleSupport Is the get ready for iPhone X upgrade for existing members completely up and running because this is what I get w/ VZ pin? https://t.co/QUJ8HWQkKw,"@375330 Thanks for reaching out to us today. We want to get you in touch with our Sales Support, click this link: https://t.co/RmFSlCBcIE",@AppleSupport Is the get ready for iPhone X upgrade for existing members completely up and running because this is what I get w/ VZ pin? https://t.co/QUJ8HWQkKw,"@user Thanks for reaching out to us today. We want to get you in touch with our Sales Support, click this link: https://t.co/RmFSlCBcIE",Mon Oct 23 20:06:17 +0000 2017,Mon Oct 23 20:20:37 +0000 2017,860,True,False,False,False,2
7481,294912,294912,294909,186229,"@AppleSupport @115858 #ios1102 Problems: draining battery like hell, Constantly Iphone and keyboard freezing, APPS crashing... etc ... HELP!","@186229 We'll help out. To concentrate on one issue at a time, check these battery tips as a first step. https://t.co/bivpdfBNJ6","@AppleSupport @user #ios1102 Problems: draining battery like hell, Constantly Iphone and keyboard freezing, APPS crashing... etc ... HELP!","@user We'll help out. To concentrate on one issue at a time, check these battery tips as a first step. https://t.co/bivpdfBNJ6",Fri Oct 06 15:37:55 +0000 2017,Fri Oct 06 17:56:27 +0000 2017,8312,True,False,False,False,5
55164,1740878,1740877,1740876,525239,Also that box with the question mark can smd @AppleSupport needs to get on it,@525239 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Also that box with the question mark can smd @AppleSupport needs to get on it,@user Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 14:43:35 +0000 2017,Tue Nov 07 17:07:37 +0000 2017,8642,True,False,False,True,3
57297,1768832,1768832,1768830,531802,Let's try this again. @AppleSupport my iPod is stuck on this screen. It won't update or restore through iTunes. Please help https://t.co/IRVcpha3Rf,@531802 Thanks for reaching out to us. We'd like to help out. Let's start with these setsp: https://t.co/9CFnZQoE0F,Let's try this again. @AppleSupport my iPod is stuck on this screen. It won't update or restore through iTunes. Please help https://t.co/IRVcpha3Rf,@user Thanks for reaching out to us. We'd like to help out. Let's start with these setsp: https://t.co/9CFnZQoE0F,Tue Nov 07 21:46:14 +0000 2017,Tue Nov 07 22:55:28 +0000 2017,4154,True,False,False,False,3
101556,2799460,2799460,2799458,267047,@115858 EVERYTIME I WRITE “I.t” I.t autocorrects TO I.t!!!!! HELP,"@267047 Let's team up and tackle your keyboard issue together. Which model do you have and what's the exact OS version installed on it?

When did this start and have you already tried any steps of your own?",@user EVERYTIME I WRITE “I.t” I.t autocorrects TO I.t!!!!! HELP,@user Let's team up and tackle your keyboard issue together. Which model do you have and what's the exact OS version installed on it? When did this start and have you already tried any steps of your own?,Tue Nov 21 23:37:29 +0000 2017,Tue Nov 21 23:45:00 +0000 2017,451,False,False,False,False,6
31385,1117129,1117129,1117128,383592,@AppleSupport I havta individually swipe my notifs away instead of clearing them all at once in the IOS11 update?????? Thts bull crap!!!!,"@383592 We're happy to help. You can still close out all the notifications at once by tapping on the ""X"" at the top. Questions? DM us. https://t.co/GDrqU22YpT",@AppleSupport I havta individually swipe my notifs away instead of clearing them all at once in the IOS11 update?????? Thts bull crap!!!!,"@user We're happy to help. You can still close out all the notifications at once by tapping on the ""X"" at the top. Questions? DM us. https://t.co/GDrqU22YpT",Sun Oct 15 02:42:46 +0000 2017,Sun Oct 15 03:13:00 +0000 2017,1814,True,True,False,False,10
44142,1536972,1536972,1536971,476524,"Really love @115858 and all, but when you can’t get calls for a good month it’s annoying. @AppleSupport","@476524 We're here to help out. Let us know specifically what's happening. Also, which iPhone do you have and what is the iOS version?","Really love @user and all, but when you can’t get calls for a good month it’s annoying. @AppleSupport","@user We're here to help out. Let us know specifically what's happening. Also, which iPhone do you have and what is the iOS version?",Fri Nov 03 20:45:46 +0000 2017,Sat Nov 04 00:57:53 +0000 2017,15127,False,False,False,False,2
25285,891114,891114,891113,331582,"Oh wow @AppleSupport , 10% battery reduction in less than 5mins. #iOS11 👏🏻👏🏻👏🏻👏🏻",@331582 We can help. Do you notice this while performing certain tasks on your iPhone?,"Oh wow @AppleSupport , 10% battery reduction in less than 5mins. #iOS11 👏🏻👏🏻👏🏻👏🏻",@user We can help. Do you notice this while performing certain tasks on your iPhone?,Fri Oct 13 17:28:05 +0000 2017,Fri Oct 13 17:50:35 +0000 2017,1350,False,False,False,False,2
46962,1592797,1592797,1592795,489557,Way to go @115858 my #iOS11 update makes the letter “I️” turn into a little “a” with a box around it.,@489557 We're here to help. Check out our article here: https://t.co/xU1AGHStV6 DM us any other questions. https://t.co/GDrqU22YpT,Way to go @user my #iOS11 update makes the letter “I️” turn into a little “a” with a box around it.,@user We're here to help. Check out our article here: https://t.co/xU1AGHStV6 DM us any other questions. https://t.co/GDrqU22YpT,Sat Nov 04 21:31:54 +0000 2017,Sun Nov 05 01:29:00 +0000 2017,14226,True,True,False,False,7
